name,description,category,train_set_mean,train_set_stddev,coefficient
medi_ARIMIDEX,NA,dx_proc_medi,0.003624403,0.03903124,8.506962e-05
medi_ARTIFICIAL,NA,dx_proc_medi,0.007701856,0.061769782,0.016038707
medi_ATENOLOL,NA,dx_proc_medi,0.017545881,0.104160882,-0.019971969
medi_ATEZOLIZUMAB,NA,dx_proc_medi,0.000879913,0.027365195,-0.005915957
medi_ATIVAN,NA,dx_proc_medi,0.015505845,0.088577985,-0.001751371
medi_ATORVASTATIN,NA,dx_proc_medi,0.031572111,0.137572846,-0.004359368
medi_AZACITIDINE,NA,dx_proc_medi,6.28509176233973e-05,0.006960146,0.000673102
medi_AZATHIOPRINE,NA,dx_proc_medi,0.001008233,0.022524558,0.008519956
medi_BECLOMETHASONE,NA,dx_proc_medi,0.002186688,0.034168018,-0.010973245
medi_BENADRYL,NA,dx_proc_medi,0.008175857,0.060635906,0.014603422
medi_BENZOCAINE-MENTHOL,NA,dx_proc_medi,0.011664083,0.07332461,0.006431735
medi_BENZONATATE,NA,dx_proc_medi,0.012905388,0.085690292,-0.003623945
medi_BEVACIZUMAB,NA,dx_proc_medi,0.025939097,0.140560707,-0.007976405
medi_BICARB,NA,dx_proc_medi,0.00049757,0.014098948,0.006106925
medi_BIMATOPROST,NA,dx_proc_medi,0.001052753,0.023510964,0.00403042
medi_BIOTIN,NA,dx_proc_medi,0.003016844,0.036366914,0.000844777
medi_BLOOD,NA,dx_proc_medi,0.000968952,0.019174347,0.012090417
medi_BMT,NA,dx_proc_medi,0.001647218,0.025604386,0.010102173
medi_BUMETANIDE,NA,dx_proc_medi,0.001068466,0.025832229,-0.002372318
medi_BUPIVACAINE,NA,dx_proc_medi,0.048408301,0.147247163,0.011591787
medi_BUPROPION,NA,dx_proc_medi,0.006855988,0.064019819,0.00109256
medi_BYSTOLIC,NA,dx_proc_medi,0.002157882,0.03323252,-0.002560265
medi_CABAZITAXEL,NA,dx_proc_medi,0.000531614,0.02077234,-0.004352371
medi_CABOZANTINIB,NA,dx_proc_medi,0.000597084,0.018897304,0.003396817
medi_CALCIUM,NA,dx_proc_medi,0.093084828,0.20127056,-0.016159564
medi_CALTRATE,NA,dx_proc_medi,0.001393195,0.026256792,0.013434336
medi_CAPECITABINE,NA,dx_proc_medi,0.022903922,0.116106373,-0.010352902
medi_CARBOPLATIN,NA,dx_proc_medi,0.028963798,0.128057086,0.002275959
medi_CARFILZOMIB,NA,dx_proc_medi,0.000644222,0.022296967,0.003414503
medi_CARTIA,NA,dx_proc_medi,0.000707073,0.020393317,0.004356346
medi_CASODEX,NA,dx_proc_medi,0.001956235,0.028188228,-0.003910231
medi_CEFAZOLIN,NA,dx_proc_medi,0.083890262,0.194376773,0.017222896
medi_CEFUROXIME,NA,dx_proc_medi,0.001246543,0.025130424,4.0900253e-05
medi_CELEBREX,NA,dx_proc_medi,0.00421363,0.043107769,-0.00081695
medi_CELLCEPT,NA,dx_proc_medi,0.001154886,0.019578068,-0.003232596
medi_CETUXIMAB,NA,dx_proc_medi,0.00544708,0.061081169,-0.001080372
medi_CHLORPROMAZINE,NA,dx_proc_medi,0.002356909,0.032991571,0.003249379
medi_CHLORTHALIDONE,NA,dx_proc_medi,0.001922191,0.033325659,0.0062153
medi_CISPLATIN,NA,dx_proc_medi,0.01359413,0.079126604,0.008279826
medi_CLARITHROMYCIN,NA,dx_proc_medi,0.002346434,0.031375089,0.005034005
medi_CLEOCIN,NA,dx_proc_medi,0.001055372,0.022332653,-0.004853017
medi_CLEVIDIPINE,NA,dx_proc_medi,0.00103704,0.024089324,0.000935395
medi_CLINDAMYCIN,NA,dx_proc_medi,0.024137371,0.100601701,0.004030284
medi_CLONAZEPAM,NA,dx_proc_medi,0.007466165,0.067003662,0.009478794
medi_CODEINE,NA,dx_proc_medi,0.001733638,0.031456561,-0.009719754
medi_CODEINE-GUAIFENESIN,NA,dx_proc_medi,0.012379012,0.080244826,-0.003138818
medi_COENZYME,NA,dx_proc_medi,0.003103264,0.035535524,0.004522762
medi_COLACE,NA,dx_proc_medi,0.014618076,0.083805329,0.004597959
medi_COLLAGENASE,NA,dx_proc_medi,0.000361393,0.012991583,-0.007748323
medi_COZAAR,NA,dx_proc_medi,0.002867573,0.035101291,0.001336944
medi_CREON,NA,dx_proc_medi,0.003640116,0.045569097,-0.006199067
medi_CRIZOTINIB,NA,dx_proc_medi,0.001304157,0.026974649,0.011178227
medi_CURCUMIN,NA,dx_proc_medi,0.001304157,0.024021894,-0.000317762
medi_CYCLOPHOSPHAMIDE,NA,dx_proc_medi,0.008052774,0.05857954,-0.005486623
medi_CYCLOSPORINE,NA,dx_proc_medi,0.002215495,0.035762446,0.004698599
medi_CYMBALTA,NA,dx_proc_medi,0.003503939,0.043190202,-0.001330701
medi_D5-1/2,NA,dx_proc_medi,0.029665633,0.111127916,0.009040524
medi_DABRAFENIB,NA,dx_proc_medi,0.000591846,0.020778589,-0.001106565
medi_DACARBAZINE,NA,dx_proc_medi,0.001186311,0.029898008,-0.000548525
medi_DARBEPOETIN,NA,dx_proc_medi,0.002752346,0.040946706,-0.008770013
medi_DECADRON,NA,dx_proc_medi,0.003331099,0.044163063,-0.005521888
medi_DENOSUMAB,NA,dx_proc_medi,0.037029666,0.173878261,-0.020654505
medi_DETROL,NA,dx_proc_medi,0.000699216,0.016967768,0.000376822
medi_DEXAMETHASONE,NA,dx_proc_medi,0.176831057,0.31076694,-0.014279447
medi_DILAUDID,NA,dx_proc_medi,0.006732905,0.064341425,0.005744679
medi_DIPHENHYDRAMINE,NA,dx_proc_medi,0.144331895,0.282866145,0.006252361
medi_DIVALPROEX,NA,dx_proc_medi,0.000903482,0.024358188,0.001253886
medi_DOCETAXEL,NA,dx_proc_medi,0.011716459,0.085719753,0.008379241
medi_DOXAZOSIN,NA,dx_proc_medi,0.002974943,0.041954036,-0.00242205
medi_DOXORUBICIN-LIPOSOMAL,NA,dx_proc_medi,0.005080449,0.060526085,-0.007147212
medi_DULCOLAX,NA,dx_proc_medi,0.003231585,0.040254282,0.007057317
medi_DUTASTERIDE,NA,dx_proc_medi,0.00110251,0.023984271,0.010833164
medi_ELECTROLYTE-R,NA,dx_proc_medi,0.009964489,0.080787193,-0.009536342
medi_ENSURE,NA,dx_proc_medi,0.001107747,0.023571015,-0.003253777
medi_ENTECAVIR,NA,dx_proc_medi,0.002582125,0.040849754,0.005092287
medi_ENZALUTAMIDE,NA,dx_proc_medi,0.001002996,0.023098791,0.000213599
medi_EPHEDRINE,NA,dx_proc_medi,0.045561678,0.149510868,0.00616635
medi_ERGOCALCIFEROL,NA,dx_proc_medi,0.004933797,0.047039956,0.006913758
medi_ERIBULIN,NA,dx_proc_medi,0.001846246,0.038899834,-0.004804472
medi_ERTAPENEM,NA,dx_proc_medi,0.011724315,0.073624664,0.009410394
medi_ESTRADIOL,NA,dx_proc_medi,0.00419268,0.045460417,0.007270868
medi_EVEROLIMUS,NA,dx_proc_medi,0.003441088,0.044824198,-0.010816655
medi_FAMCICLOVIR,NA,dx_proc_medi,0.000788255,0.018654888,0.007849416
medi_FELODIPINE,NA,dx_proc_medi,0.001259637,0.027152144,0.005284101
medi_FILGRASTIM-SNDZ,NA,dx_proc_medi,0.000159746,0.01101911,0.000845686
medi_FISH,NA,dx_proc_medi,0.017509218,0.085135049,0.006897181
medi_FLEET,NA,dx_proc_medi,0.000659935,0.018403738,0.001723798
medi_FLEXERIL,NA,dx_proc_medi,0.002390954,0.035276442,0.003173181
medi_FLOMAX,NA,dx_proc_medi,0.006243191,0.053061302,-0.006751918
medi_FLUDARABINE,NA,dx_proc_medi,0.00034568,0.011941711,-0.014400219
medi_FLUDROCORTISONE,NA,dx_proc_medi,0.001387958,0.028790348,-0.009725091
medi_FLUMAZENIL,NA,dx_proc_medi,0.017553738,0.099411032,-0.004569519
medi_FLUOCINONIDE,NA,dx_proc_medi,0.007151911,0.05580894,0.001033181
medi_FLUOXETINE,NA,dx_proc_medi,0.004669299,0.054207106,0.00954768
medi_FLUTICASONE-SALMETEROL,NA,dx_proc_medi,0.007534254,0.066219538,-0.007386928
medi_FOLIC,NA,dx_proc_medi,0.015935326,0.092968118,-0.000663711
medi_FORA,NA,dx_proc_medi,0.000678266,0.017556469,0.008170459
medi_FULVESTRANT,NA,dx_proc_medi,0.010105904,0.090808812,-0.003816694
medi_FUROSEMIDE,NA,dx_proc_medi,0.060006914,0.177226114,-0.000564672
medi_GAS-X,NA,dx_proc_medi,0.001225593,0.024148341,0.001472669
medi_GEMCITABINE,NA,dx_proc_medi,0.020130625,0.121160886,-0.015307437
medi_GLEEVEC,NA,dx_proc_medi,0.001298919,0.025922887,0.011825905
medi_GOSERELIN,NA,dx_proc_medi,0.00434457,0.060893249,0.000912203
medi_HERCEPTIN,NA,dx_proc_medi,0.001605317,0.024695993,0.008270764
medi_HYDROCODONE-ACETAMINOPHEN,NA,dx_proc_medi,0.143776712,0.256686033,-0.010979638
medi_HYDROXYUREA,NA,dx_proc_medi,0.000526376,0.018540934,-0.001679732
medi_IBUPROFEN,NA,dx_proc_medi,0.055274763,0.158581423,-0.001536973
medi_IMATINIB,NA,dx_proc_medi,0.00105799,0.023607991,0.016372168
medi_IMODIUM,NA,dx_proc_medi,0.004779289,0.045833048,-0.003896734
medi_IODIXANOL,NA,dx_proc_medi,0.000827537,0.02342234,-0.006462284
medi_IOHEXOL,NA,dx_proc_medi,0.003297054,0.043467087,-0.002935077
medi_IPRATROPIUM-ALBUTEROL,NA,dx_proc_medi,0.027756536,0.12208732,-0.013672859
medi_IRBESARTAN,NA,dx_proc_medi,0.000913957,0.023003086,-0.008296659
medi_IRINOTECAN,NA,dx_proc_medi,0.0106768,0.090696551,-0.008374361
medi_KEPPRA,NA,dx_proc_medi,0.003852237,0.048728607,-0.002459766
medi_KETOROLAC,NA,dx_proc_medi,0.033510014,0.114865113,0.017005343
medi_KLONOPIN,NA,dx_proc_medi,0.00116798,0.02152837,0.002644746
medi_KLOR-CON,NA,dx_proc_medi,0.001896003,0.032400814,0.001454657
medi_LACTATED,NA,dx_proc_medi,0.086430487,0.196235804,0.010724803
medi_LACTOBACILLUS,NA,dx_proc_medi,0.005947268,0.054257064,0.010586564
medi_LANCETS,NA,dx_proc_medi,0.000961095,0.019804592,0.012918438
medi_LANSOPRAZOLE,NA,dx_proc_medi,0.005433986,0.052221392,-0.007925824
medi_LAPATINIB,NA,dx_proc_medi,0.00092967,0.019623446,0.007469632
medi_LASIX,NA,dx_proc_medi,0.008953637,0.068662263,-0.006796083
medi_LATANOPROST,NA,dx_proc_medi,0.005085687,0.056930432,-0.010625173
medi_LEVAQUIN,NA,dx_proc_medi,0.002786391,0.037944317,-0.007385738
medi_LEVOFLOXACIN,NA,dx_proc_medi,0.033661904,0.12828847,0.005558009
medi_LONSURF,NA,dx_proc_medi,0.00045305,0.018311936,-0.005623363
medi_LORAZEPAM,NA,dx_proc_medi,0.141875471,0.267944194,-0.017166007
medi_LORTAB,NA,dx_proc_medi,0.000984664,0.018371413,0.005720384
medi_LOSARTAN-HYDROCHLOROTHIAZIDE,NA,dx_proc_medi,0.003168734,0.043996804,-0.002107859
medi_LOVASTATIN,NA,dx_proc_medi,0.004860471,0.055423673,-0.00338544
medi_MANNITOL,NA,dx_proc_medi,0.014699258,0.083726642,0.008683221
medi_MECLIZINE,NA,dx_proc_medi,0.003200159,0.038553812,0.015226136
medi_MEGACE,NA,dx_proc_medi,0.002034798,0.03510349,-0.012930162
medi_MEGESTROL,NA,dx_proc_medi,0.011823829,0.085016648,-0.018513871
medi_MEMANTINE,NA,dx_proc_medi,0.001851483,0.035318136,-0.008269667
medi_MEPERIDINE,NA,dx_proc_medi,0.051658217,0.146424018,-0.000784541
medi_METHADONE,NA,dx_proc_medi,0.009102908,0.08230695,-0.017678741
medi_METHOXSALEN,NA,dx_proc_medi,0.000290685,0.014391912,0.001768645
medi_METOCLOPRAMIDE,NA,dx_proc_medi,0.118010454,0.230706486,0.005638294
medi_METOPROLOL,NA,dx_proc_medi,0.071100101,0.194753462,-0.00614094
medi_MIDAZOLAM,NA,dx_proc_medi,0.115653545,0.234542771,-0.005006822
medi_MILK,NA,dx_proc_medi,0.004823808,0.048638672,0.003465567
medi_MIRTAZAPINE,NA,dx_proc_medi,0.011826448,0.086986058,-0.007471474
medi_MISCELLANEOUS,NA,dx_proc_medi,0.000563039,0.016582614,-0.005491634
medi_MITOXANTRONE,NA,dx_proc_medi,0.000382343,0.017443851,-0.000901482
medi_MORPHINE,NA,dx_proc_medi,0.08653262,0.214280359,-0.03167869
medi_MS,NA,dx_proc_medi,0.002362147,0.040135611,-0.005962339
medi_MULTI-VITAMIN,NA,dx_proc_medi,0.004630018,0.043941661,0.006982646
medi_NAFCILLIN,NA,dx_proc_medi,0.000772543,0.016255096,0.012809272
medi_NALOXONE,NA,dx_proc_medi,0.127503562,0.243395146,9.757001e-05
medi_NEXAVAR,NA,dx_proc_medi,0.000916576,0.021433897,-0.005793495
medi_NICARDIPINE,NA,dx_proc_medi,0.002157882,0.033497421,0.002365948
medi_NIFEDIPINE,NA,dx_proc_medi,0.002956612,0.041896774,-0.006566729
medi_NITROGLYCERIN,NA,dx_proc_medi,0.009312411,0.066519143,-0.008173866
medi_NORCO,NA,dx_proc_medi,0.015107789,0.091664053,-0.027617246
medi_NORVASC,NA,dx_proc_medi,0.007353557,0.059631575,-0.005922576
medi_NS,NA,dx_proc_medi,0.173224985,0.30578209,-0.013563247
medi_OCTREOTIDE,NA,dx_proc_medi,0.012475907,0.08879207,0.001535924
medi_OLMESARTAN,NA,dx_proc_medi,0.001898621,0.031441829,0.006288515
medi_OMEGA,NA,dx_proc_medi,0.005470649,0.047723703,0.008396203
medi_OMEGA-3,NA,dx_proc_medi,0.003852237,0.042553296,0.009718162
medi_OMEPRAZOLE,NA,dx_proc_medi,0.045569534,0.155070346,-0.001452599
medi_ONABOTULINUMTOXINA,NA,dx_proc_medi,0.001186311,0.024653362,0.006383129
medi_ONDANSETRON,NA,dx_proc_medi,0.299492479,0.374229342,-0.014360935
medi_OSIMERTINIB,NA,dx_proc_medi,0.00103704,0.026248338,0.00798514
medi_OXYCODONE,NA,dx_proc_medi,0.111204224,0.24628288,-0.020282162
medi_OXYCONTIN,NA,dx_proc_medi,0.010378258,0.080259291,-0.015648713
medi_PANITUMUMAB,NA,dx_proc_medi,0.002037417,0.041885143,-0.011417699
medi_PATANOL,NA,dx_proc_medi,0.000806587,0.016641544,-0.000763252
medi_PAXIL,NA,dx_proc_medi,0.002100268,0.031827474,0.00792345
medi_PAZOPANIB,NA,dx_proc_medi,0.002668545,0.037383571,-0.007440505
medi_PENICILLIN,NA,dx_proc_medi,0.001691737,0.029659226,0.007941755
medi_PENTAMIDINE,NA,dx_proc_medi,0.000633747,0.019408861,0.011362364
medi_PENTOXIFYLLINE,NA,dx_proc_medi,0.000775161,0.019114779,-0.010173562
medi_PERCOCET,NA,dx_proc_medi,0.009561196,0.068570752,-0.008339651
medi_PERTUZUMAB,NA,dx_proc_medi,0.004643112,0.063590745,0.009671886
medi_PHENOBARBITAL,NA,dx_proc_medi,0.000254022,0.013131951,0.000545397
medi_PHENOL-PHENOLATE,NA,dx_proc_medi,0.000997758,0.0213154,0.003433457
medi_PHENYTOIN,NA,dx_proc_medi,0.002189307,0.040832624,-0.005641528
medi_PLAQUENIL,NA,dx_proc_medi,0.000775161,0.017279921,0.005144626
medi_POMALIDOMIDE,NA,dx_proc_medi,0.000206884,0.012624418,-0.010017061
medi_POMALYST,NA,dx_proc_medi,0.000322111,0.01565504,-0.013835301
medi_POSACONAZOLE,NA,dx_proc_medi,0.000748973,0.022220156,0.000946058
medi_PREDNISOLONE,NA,dx_proc_medi,0.004671918,0.046668569,-0.006573785
medi_PREDNISONE,NA,dx_proc_medi,0.043605443,0.159124296,-0.007943185
medi_PROBIOTIC,NA,dx_proc_medi,0.007408552,0.056948659,-0.004931811
medi_PROCHLORPERAZINE,NA,dx_proc_medi,0.094860366,0.218155651,0.005116294
medi_PROMETHAZINE,NA,dx_proc_medi,0.094776565,0.207777651,0.006736916
medi_PROMETHAZINE-CODEINE,NA,dx_proc_medi,0.004465034,0.049317657,0.001717019
medi_PROTONIX,NA,dx_proc_medi,0.00978903,0.069555531,-0.00651582
medi_PROVENTIL,NA,dx_proc_medi,0.001181073,0.023175276,-0.003344423
medi_PSEUDOEPHEDRINE,NA,dx_proc_medi,0.001746732,0.02747291,0.010087173
medi_RAMUCIRUMAB,NA,dx_proc_medi,0.001005615,0.029888207,-0.013117442
medi_REGLAN,NA,dx_proc_medi,0.003682016,0.04434238,-0.011265638
medi_REGORAFENIB,NA,dx_proc_medi,0.000623272,0.020428124,0.000701119
medi_RESTASIS,NA,dx_proc_medi,0.001694356,0.027535695,0.004811844
medi_RIFAMPIN,NA,dx_proc_medi,0.002477374,0.032310938,-0.001028569
medi_RISPERIDONE,NA,dx_proc_medi,0.001369626,0.028071625,-0.004456754
medi_RITUXIMAB,NA,dx_proc_medi,0.004886659,0.05368725,0.012532282
medi_ROPIVACAINE,NA,dx_proc_medi,0.006586252,0.056744681,0.012588839
medi_RUCAPARIB,NA,dx_proc_medi,0.000403293,0.016870998,0.008247807
medi_SALIVA,NA,dx_proc_medi,0.001537229,0.031252782,-0.005478898
medi_SANCUSO,NA,dx_proc_medi,0.000819681,0.020966924,0.000251754
medi_SENNA,NA,dx_proc_medi,0.021191234,0.103724108,-0.004753417
medi_SENNOSIDES,NA,dx_proc_medi,0.059721466,0.182112047,-0.013138299
medi_SENOKOT,NA,dx_proc_medi,0.002050511,0.032927637,-0.001876949
medi_SEROQUEL,NA,dx_proc_medi,0.001435096,0.027040732,0.004707145
medi_SHINGRIX,NA,dx_proc_medi,0.0004321,0.017395709,0.000912685
medi_SIMVASTATIN,NA,dx_proc_medi,0.026583319,0.124619988,-0.003740063
medi_SINGULAIR,NA,dx_proc_medi,0.003325861,0.0389991,0.008016518
medi_SIPULEUCEL-T,NA,dx_proc_medi,0.000458288,0.014111882,-0.002832084
medi_SITAGLIPTIN,NA,dx_proc_medi,0.00108156,0.0251836,0.020940267
medi_SORAFENIB,NA,dx_proc_medi,0.002519274,0.03847688,-0.011824634
medi_SPIRIVA,NA,dx_proc_medi,0.004001508,0.048726655,-0.000683847
medi_SPIRONOLACTONE,NA,dx_proc_medi,0.01166932,0.085308947,-0.008630639
medi_STOOL,NA,dx_proc_medi,0.003050888,0.040957527,-0.003353622
medi_SUCCINYLCHOLINE,NA,dx_proc_medi,0.023260077,0.110272806,0.011003059
medi_SUDAFED,NA,dx_proc_medi,0.000927051,0.01865728,-0.003466455
medi_SUGAMMADEX,NA,dx_proc_medi,0.008220376,0.071809335,0.001188312
medi_SUMATRIPTAN,NA,dx_proc_medi,0.002270489,0.033777094,-0.003452508
medi_SYNTHROID,NA,dx_proc_medi,0.011548856,0.078073118,-0.008200378
medi_SYSTANE,NA,dx_proc_medi,0.000997758,0.020098125,0.005173864
medi_TAMOXIFEN,NA,dx_proc_medi,0.008974587,0.065955433,0.000357077
medi_TEMODAR,NA,dx_proc_medi,0.000646841,0.016989124,-0.006646503
medi_TEMOZOLOMIDE,NA,dx_proc_medi,0.002883286,0.040721223,-0.004542786
medi_TESSALON,NA,dx_proc_medi,0.001919572,0.029507002,-0.003165946
medi_TESTOSTERONE,NA,dx_proc_medi,0.003100645,0.040166902,-0.00276502
medi_THYROTROPIN,NA,dx_proc_medi,0.001767682,0.02524869,0.013631924
medi_TOPOTECAN,NA,dx_proc_medi,0.001482234,0.033864381,-0.001199161
medi_TOPROL,NA,dx_proc_medi,0.003763199,0.041902408,0.009773348
medi_TRAMADOL,NA,dx_proc_medi,0.024535427,0.117302067,-0.018870965
medi_TRAMETINIB,NA,dx_proc_medi,0.000733261,0.022600459,-0.010824568
medi_TRASTUZUMAB,NA,dx_proc_medi,0.012399962,0.104933871,0.011075708
medi_TRILYTE,NA,dx_proc_medi,0.005289952,0.045787644,-0.004057006
medi_TRIPLE,NA,dx_proc_medi,0.005934174,0.05405601,-0.001727373
medi_TYLENOL,NA,dx_proc_medi,0.022348739,0.103106928,-0.006332608
medi_URSODIOL,NA,dx_proc_medi,0.003964845,0.048277472,-0.001366194
medi_VALSARTAN,NA,dx_proc_medi,0.007136198,0.063250829,0.006077757
medi_VECURONIUM,NA,dx_proc_medi,0.003485607,0.03968833,-0.005000339
medi_VICODIN,NA,dx_proc_medi,0.018936458,0.096388086,-0.014908691
medi_VINBLASTINE,NA,dx_proc_medi,0.001162742,0.025264344,0.000981255
medi_VINCRISTINE,NA,dx_proc_medi,0.002414523,0.034925105,0.020546153
medi_VINORELBINE,NA,dx_proc_medi,0.002388335,0.043273799,-0.006731125
medi_VITAMIN,NA,dx_proc_medi,0.068525832,0.173517242,0.01399384
medi_VYTORIN,NA,dx_proc_medi,0.001456046,0.027412337,0.001911929
