feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
medi_CABAZITAXEL,NA,dx_proc_medi,-0.008554344,0.000559681,0.021395489
medi_CAMPHOR-MENTHOL,NA,dx_proc_medi,0.007701183,0.004207447,0.04413057
medi_CAPECITABINE,NA,dx_proc_medi,-0.008289141,0.022198785,0.114790452
medi_CEFAZOLIN,NA,dx_proc_medi,0.009604312,0.083462707,0.194839419
medi_CEFUROXIME,NA,dx_proc_medi,0.000661733,0.001043424,0.02254593
medi_CELEBREX,NA,dx_proc_medi,0.002101698,0.004350883,0.044659188
medi_CELLCEPT,NA,dx_proc_medi,0.001131779,0.001276859,0.02306588
medi_CETIRIZINE,NA,dx_proc_medi,0.006830623,0.005073687,0.050320915
medi_CETUXIMAB,NA,dx_proc_medi,-0.003767615,0.00543087,0.061860703
medi_CHLOROTHIAZIDE,NA,dx_proc_medi,-0.012245957,0.000613117,0.014315517
medi_CITRACAL,NA,dx_proc_medi,0.00467292,0.0020081,0.027355107
medi_CITRATE,NA,dx_proc_medi,0.00567612,0.001524356,0.021290741
medi_CLARITHROMYCIN,NA,dx_proc_medi,0.006085441,0.001859039,0.026905719
medi_CLEOCIN,NA,dx_proc_medi,-0.013896773,0.001049049,0.022310546
medi_CLINDAMYCIN,NA,dx_proc_medi,0.002758048,0.02238722,0.09669266
medi_CODEINE,NA,dx_proc_medi,-0.012797952,0.001777478,0.032187674
medi_CODEINE-GUAIFENESIN,NA,dx_proc_medi,-0.004751321,0.011646417,0.076845194
medi_COENZYME,NA,dx_proc_medi,0.004937637,0.002984025,0.035761053
medi_COLLAGENASE,NA,dx_proc_medi,0.000818543,0.000447182,0.013629903
medi_CURCUMIN,NA,dx_proc_medi,-0.004832773,0.001400607,0.025214375
medi_CUSTOM,NA,dx_proc_medi,-0.007999787,0.02163348,0.11664893
medi_CYCLOPHOSPHAMIDE,NA,dx_proc_medi,-0.002303988,0.007978963,0.057559115
medi_D5-NS,NA,dx_proc_medi,-0.001334688,0.008988638,0.063556789
medi_DACARBAZINE,NA,dx_proc_medi,-0.005854157,0.000953426,0.026399504
medi_DARBEPOETIN,NA,dx_proc_medi,-0.00797101,0.002995275,0.042737726
medi_DECADRON,NA,dx_proc_medi,-0.008639867,0.003349646,0.045763101
medi_DENOSUMAB,NA,dx_proc_medi,-0.01679322,0.032081786,0.161924909
medi_DEXAMETHASONE,NA,dx_proc_medi,-0.015289633,0.169195073,0.304341355
medi_DEXILANT,NA,dx_proc_medi,-0.003824517,0.001844977,0.03140993
medi_DILANTIN,NA,dx_proc_medi,-0.008497368,0.000885926,0.022723492
medi_DILAUDID,NA,dx_proc_medi,-0.001551882,0.006508044,0.063946511
"medi_DIPH,PERTUSS(ACEL),TET",NA,dx_proc_medi,0.018894417,0.004519631,0.035002047
medi_DIPHENHYDRAMINE,NA,dx_proc_medi,-0.002624841,0.141334796,0.278679667
medi_DOC-Q-LACE,NA,dx_proc_medi,0.00772656,0.001304984,0.026944801
medi_DOCETAXEL,NA,dx_proc_medi,-0.007969023,0.011443919,0.084645863
medi_DORZOLAMIDE-TIMOLOL,NA,dx_proc_medi,0.00699794,0.0010378,0.023820001
medi_DOXAZOSIN,NA,dx_proc_medi,-0.003328762,0.003299021,0.043780242
medi_DOXEPIN,NA,dx_proc_medi,0.011955909,0.002227472,0.032453478
medi_DOXORUBICIN,NA,dx_proc_medi,-0.012694795,0.009551131,0.064245414
medi_DOXORUBICIN-LIPOSOMAL,NA,dx_proc_medi,-0.018062897,0.005197435,0.061117604
medi_DUTASTERIDE,NA,dx_proc_medi,-0.000934418,0.001105299,0.023564694
medi_ELECTROLYTE-R,NA,dx_proc_medi,-0.000457369,0.010150186,0.082247561
medi_ENSURE,NA,dx_proc_medi,0.005882048,0.001169985,0.02402698
medi_ENTECAVIR,NA,dx_proc_medi,0.009268405,0.002157161,0.036278788
medi_EPHEDRINE,NA,dx_proc_medi,0.022775456,0.043660704,0.147486261
medi_ERIBULIN,NA,dx_proc_medi,-0.006844461,0.001822477,0.038665478
medi_ESOMEPRAZOLE,NA,dx_proc_medi,0.001670833,0.004626505,0.046528865
medi_ESTRADIOL,NA,dx_proc_medi,0.004931147,0.004052762,0.043555779
medi_ETHANOL,NA,dx_proc_medi,-0.011725646,0.000551243,0.017719737
medi_ETOPOSIDE,NA,dx_proc_medi,-0.009389339,0.006105861,0.050627994
medi_EZETIMIBE,NA,dx_proc_medi,0.00696501,0.00119811,0.024703758
medi_FEMARA,NA,dx_proc_medi,0.004661726,0.001650917,0.026971479
medi_FENOFIBRATE,NA,dx_proc_medi,0.009311822,0.00237372,0.035850897
medi_FILGRASTIM-SNDZ,NA,dx_proc_medi,0.00075512,0.00019406,0.012221888
medi_FLEET,NA,dx_proc_medi,0.006543457,0.000731241,0.019363092
medi_FLUOCINOLONE,NA,dx_proc_medi,-0.00283784,0.002221847,0.031619874
medi_FLUOXETINE,NA,dx_proc_medi,0.003186772,0.004615255,0.053705932
medi_FLUTICASONE,NA,dx_proc_medi,-0.00077453,0.017625717,0.091554964
medi_FOLIC,NA,dx_proc_medi,-0.004576837,0.015409495,0.091980686
medi_FONDAPARINUX,NA,dx_proc_medi,0.004935788,0.000812802,0.019728591
medi_FUROSEMIDE,NA,dx_proc_medi,-0.005735279,0.06143267,0.179511901
medi_GEMCITABINE,NA,dx_proc_medi,-0.02217029,0.018680391,0.116770379
medi_GOSERELIN,NA,dx_proc_medi,-0.005351304,0.003847452,0.057246722
medi_HERCEPTIN,NA,dx_proc_medi,0.020348992,0.001510294,0.024117567
medi_HUMULIN,NA,dx_proc_medi,-0.003636302,0.000922488,0.023490389
medi_HYDROCODONE-ACETAMINOPHEN,NA,dx_proc_medi,-0.011153255,0.14200135,0.256096779
medi_HYDROXYUREA,NA,dx_proc_medi,-0.004156008,0.00043312,0.017097039
medi_HYOSCYAMINE,NA,dx_proc_medi,-0.010992245,0.001243109,0.02532001
medi_IBUPROFEN,NA,dx_proc_medi,0.005346463,0.054244009,0.156869823
medi_IMATINIB,NA,dx_proc_medi,0.010698601,0.001091236,0.023972096
medi_IMODIUM,NA,dx_proc_medi,-0.010349518,0.004522443,0.04409143
medi_IOHEXOL,NA,dx_proc_medi,0.002721278,0.003076837,0.042022631
medi_IRINOTECAN,NA,dx_proc_medi,-0.01251663,0.010974238,0.092870477
medi_ISONIAZID,NA,dx_proc_medi,-0.005438835,0.000928113,0.021026217
medi_KETOROLAC,NA,dx_proc_medi,0.010517416,0.034028012,0.117577405
medi_KLONOPIN,NA,dx_proc_medi,0.001877423,0.001214985,0.023053978
medi_KLOR-CON,NA,dx_proc_medi,-0.005651057,0.001968725,0.033113456
medi_LABETALOL,NA,dx_proc_medi,-0.002726341,0.040578243,0.137082414
medi_LACTATED,NA,dx_proc_medi,0.009990742,0.086269547,0.197243192
medi_LACTULOSE,NA,dx_proc_medi,-0.007820075,0.015659804,0.094827798
medi_LAMOTRIGINE,NA,dx_proc_medi,-0.001619116,0.001659354,0.032595515
medi_LANSOPRAZOLE,NA,dx_proc_medi,-0.001755343,0.005298684,0.052150763
medi_LAPATINIB,NA,dx_proc_medi,-0.008348672,0.000779053,0.018055209
medi_LASIX,NA,dx_proc_medi,-0.012969698,0.008971763,0.068960429
medi_LATANOPROST,NA,dx_proc_medi,-0.01153514,0.004649004,0.054502273
medi_LETROZOLE,NA,dx_proc_medi,0.00689356,0.00758803,0.063551372
medi_LEVAQUIN,NA,dx_proc_medi,-0.001525004,0.002680279,0.036716108
medi_LEVOFLOXACIN,NA,dx_proc_medi,-0.001784982,0.034132073,0.12987077
medi_LIDOCAINE,NA,dx_proc_medi,-0.007582925,0.137492969,0.259498683
medi_LIDOCAINE-EPINEPHRINE,NA,dx_proc_medi,0.007662923,0.026400607,0.116080432
medi_LONSURF,NA,dx_proc_medi,-0.000149417,0.000472494,0.01917046
medi_LORAZEPAM,NA,dx_proc_medi,-0.01571196,0.138767015,0.266199399
medi_LORTAB,NA,dx_proc_medi,0.004930162,0.000916864,0.017363736
medi_LOSARTAN-HYDROCHLOROTHIAZIDE,NA,dx_proc_medi,-0.004064094,0.003254022,0.044547768
medi_LOVASTATIN,NA,dx_proc_medi,0.000582939,0.00538587,0.058757743
medi_LOVAZA,NA,dx_proc_medi,0.001325697,0.001012487,0.022895473
medi_LUCENTIS,NA,dx_proc_medi,-0.001768214,0.000154686,0.00624492
medi_LUTEIN,NA,dx_proc_medi,0.002390054,0.001054674,0.022278743
medi_MANNITOL,NA,dx_proc_medi,0.00876326,0.012965463,0.079092139
medi_MARINOL,NA,dx_proc_medi,-0.008608259,0.001552481,0.029971347
medi_MEGACE,NA,dx_proc_medi,-0.01095301,0.002154348,0.037069795
medi_MEGESTROL,NA,dx_proc_medi,-0.01853655,0.012090786,0.087506275
medi_MEMANTINE,NA,dx_proc_medi,-0.007505832,0.001524356,0.032891968
medi_MENING,NA,dx_proc_medi,0.013284925,0.002261222,0.026232794
medi_MEPERIDINE,NA,dx_proc_medi,-0.009059273,0.052280909,0.148697567
medi_MEROPENEM,NA,dx_proc_medi,-0.010954955,0.006254922,0.057543242
medi_METHADONE,NA,dx_proc_medi,-0.011547638,0.008679267,0.080208585
medi_METOCLOPRAMIDE,NA,dx_proc_medi,0.001750313,0.117906964,0.231222541
medi_MIDAZOLAM,NA,dx_proc_medi,0.006799357,0.113297334,0.23268857
medi_MILK,NA,dx_proc_medi,-0.004690442,0.004499944,0.048403761
medi_MIRABEGRON,NA,dx_proc_medi,-0.006209609,0.000793115,0.020161231
medi_MIRTAZAPINE,NA,dx_proc_medi,-0.010405894,0.011643604,0.086697406
medi_MITOXANTRONE,NA,dx_proc_medi,-0.006032199,0.000469682,0.018939911
medi_MORPHINE,NA,dx_proc_medi,-0.026598528,0.085347058,0.21396604
medi_MS,NA,dx_proc_medi,-0.007448418,0.002404657,0.039988503
medi_MULTI-VITAMIN,NA,dx_proc_medi,0.01216598,0.004741816,0.044819838
medi_NAFCILLIN,NA,dx_proc_medi,0.020178644,0.000762178,0.017977878
medi_NEOMYCIN-POLYMYXIN,NA,dx_proc_medi,0.010525485,0.000795928,0.018401632
medi_NEXAVAR,NA,dx_proc_medi,-0.011543127,0.001057487,0.022254927
medi_NICOTINE,NA,dx_proc_medi,-0.00162175,0.003782765,0.047279076
medi_NILUTAMIDE,NA,dx_proc_medi,-0.00772131,0.000767803,0.018555026
medi_NIRAPARIB,NA,dx_proc_medi,-0.002635717,0.000762178,0.023488654
medi_NITROGLYCERIN,NA,dx_proc_medi,-0.018209912,0.008696141,0.064010717
medi_NIVOLUMAB,NA,dx_proc_medi,0.004885722,0.004798065,0.064278241
medi_NORCO,NA,dx_proc_medi,-0.021013325,0.014728878,0.09117133
medi_NS,NA,dx_proc_medi,-0.005703856,0.170123186,0.302923114
medi_NYSTATIN,NA,dx_proc_medi,0.00442381,0.022727528,0.102686572
medi_OLMESARTAN,NA,dx_proc_medi,0.00266658,0.001949038,0.032128539
medi_OMEGA,NA,dx_proc_medi,0.010722685,0.005399933,0.047711202
medi_OMEGA-3,NA,dx_proc_medi,0.011514587,0.004092136,0.043374147
medi_OMEPRAZOLE,NA,dx_proc_medi,-0.001253198,0.043714141,0.15212085
medi_ONABOTULINUMTOXINA,NA,dx_proc_medi,0.017671183,0.0010153,0.022733549
medi_ONDANSETRON,NA,dx_proc_medi,-0.005287491,0.292780403,0.371317341
medi_OSELTAMIVIR,NA,dx_proc_medi,-0.000970702,0.002744966,0.03272683
medi_OXYCODONE,NA,dx_proc_medi,-0.027821327,0.108966138,0.243948677
medi_OXYCONTIN,NA,dx_proc_medi,-0.022228228,0.009947688,0.078957981
medi_PACLITAXEL-PROTEIN,NA,dx_proc_medi,-0.006715034,0.004286196,0.058135954
medi_PANITUMUMAB,NA,dx_proc_medi,-0.007850036,0.002010912,0.041519445
medi_PAZOPANIB,NA,dx_proc_medi,-0.007825079,0.002961525,0.040458285
medi_PENICILLIN,NA,dx_proc_medi,0.013559768,0.001701541,0.030550024
medi_PENTAMIDINE,NA,dx_proc_medi,0.008798611,0.000545618,0.016969972
medi_PENTOXIFYLLINE,NA,dx_proc_medi,-0.007410603,0.000646867,0.017274431
medi_PERCOCET,NA,dx_proc_medi,-0.014145149,0.009928001,0.070364874
medi_PERTUZUMAB,NA,dx_proc_medi,0.0132433,0.004227135,0.060988077
medi_PHENERGAN,NA,dx_proc_medi,0.001286185,0.001726853,0.029007939
medi_PHENOBARBITAL,NA,dx_proc_medi,0.005200679,0.000278434,0.014190323
medi_PHENOL-PHENOLATE,NA,dx_proc_medi,0.001085637,0.001127798,0.022867033
medi_PHENYTOIN,NA,dx_proc_medi,-0.004021018,0.002294971,0.041896731
medi_PIOGLITAZONE,NA,dx_proc_medi,0.008033862,0.002435595,0.036042358
medi_PLAQUENIL,NA,dx_proc_medi,0.007561765,0.000947801,0.019864656
medi_POLYETHYLENE,NA,dx_proc_medi,-0.01073758,0.071180673,0.197832951
medi_POMALIDOMIDE,NA,dx_proc_medi,-0.008071446,0.000230622,0.014400212
medi_POMALYST,NA,dx_proc_medi,-0.011024834,0.000278434,0.014040889
medi_POSACONAZOLE,NA,dx_proc_medi,0.002570679,0.000756553,0.02315722
medi_POVIDONE-IODINE,NA,dx_proc_medi,0.016860412,0.003301834,0.037222126
medi_PRAMIPEXOLE,NA,dx_proc_medi,0.010984626,0.001150298,0.026324971
medi_PREDNISONE,NA,dx_proc_medi,-0.001978684,0.042420407,0.156377152
medi_PRENATAL,NA,dx_proc_medi,0.013475847,0.001895601,0.02916664
medi_PROGRAF,NA,dx_proc_medi,-0.007468503,0.001690291,0.02704714
medi_PROMETHAZINE,NA,dx_proc_medi,0.003050962,0.094875689,0.208160611
medi_PROMETHAZINE-CODEINE,NA,dx_proc_medi,0.00392398,0.003957138,0.047316838
medi_PROPOXYPHENE,NA,dx_proc_medi,0.005674765,0.001884351,0.026515675
medi_PROPRANOLOL,NA,dx_proc_medi,0.008332918,0.004300259,0.051027245
medi_PROTONIX,NA,dx_proc_medi,-0.004479594,0.009866127,0.069992881
medi_PROVENTIL,NA,dx_proc_medi,-0.000668562,0.001229047,0.023781351
medi_RAMIPRIL,NA,dx_proc_medi,-0.003352689,0.001822477,0.033111212
medi_RAMUCIRUMAB,NA,dx_proc_medi,-0.00107405,0.000975925,0.029457557
medi_RANITIDINE,NA,dx_proc_medi,-0.005440241,0.008054899,0.065440707
medi_REGLAN,NA,dx_proc_medi,-0.000693478,0.003664642,0.044681407
medi_REGORAFENIB,NA,dx_proc_medi,-0.000623974,0.000599055,0.020194061
medi_RESTASIS,NA,dx_proc_medi,0.004703307,0.001712791,0.027445725
medi_RIFAMPIN,NA,dx_proc_medi,0.001369333,0.002455282,0.031058389
medi_RISPERIDONE,NA,dx_proc_medi,-0.001967517,0.001428732,0.029145025
medi_RITALIN,NA,dx_proc_medi,-0.010283177,0.000607492,0.018090968
medi_RITUXIMAB,NA,dx_proc_medi,0.015704604,0.004983688,0.053931101
medi_ROBITUSSIN,NA,dx_proc_medi,-0.008275836,0.001009675,0.022422384
medi_SANCUSO,NA,dx_proc_medi,-0.000200343,0.000674992,0.019707046
medi_SCOPOLAMINE,NA,dx_proc_medi,-0.000554707,0.016973225,0.088051679
medi_SENNA,NA,dx_proc_medi,-0.001863989,0.020125998,0.102762063
medi_SENNOSIDES,NA,dx_proc_medi,-0.011913896,0.057821465,0.180212602
medi_SEROQUEL,NA,dx_proc_medi,0.009454139,0.001127798,0.023712354
medi_SEVELAMER,NA,dx_proc_medi,0.001977904,0.001229047,0.026374783
medi_SHC,NA,dx_proc_medi,-0.007505159,0.018671954,0.092125284
medi_SHINGRIX,NA,dx_proc_medi,-0.004069324,0.000449994,0.01795906
medi_SINGULAIR,NA,dx_proc_medi,0.003697254,0.003262459,0.038688984
medi_SIPULEUCEL-T,NA,dx_proc_medi,-0.006335687,0.000489369,0.014369297
medi_SITAGLIPTIN,NA,dx_proc_medi,0.010991571,0.001032175,0.024874315
medi_SORAFENIB,NA,dx_proc_medi,-0.012892944,0.002435595,0.038876634
medi_SPIRIVA,NA,dx_proc_medi,-0.007867771,0.004047137,0.048265598
medi_SPIRONOLACTONE,NA,dx_proc_medi,-0.016188186,0.011795478,0.086689041
medi_STOOL,NA,dx_proc_medi,-0.005426877,0.002919339,0.040125441
medi_SYSTANE,NA,dx_proc_medi,0.009501286,0.000987175,0.020455667
medi_TAMOXIFEN,NA,dx_proc_medi,-0.002248885,0.008274272,0.06396227
medi_TELMISARTAN,NA,dx_proc_medi,0.002186684,0.000556868,0.017175526
medi_TEMOZOLOMIDE,NA,dx_proc_medi,-0.006715388,0.002787153,0.040305286
medi_TERAZOSIN,NA,dx_proc_medi,-0.013447776,0.003135898,0.044096232
medi_TESSALON,NA,dx_proc_medi,-0.009226549,0.001763415,0.028780641
medi_TESTOSTERONE,NA,dx_proc_medi,0.006933302,0.002843402,0.039025
medi_TIMOLOL,NA,dx_proc_medi,0.001732846,0.003318709,0.045983763
medi_TOBRAMYCIN,NA,dx_proc_medi,-0.000756783,0.001057487,0.022096393
medi_TOPOTECAN,NA,dx_proc_medi,0.001543555,0.001347171,0.031261389
medi_TRAMADOL,NA,dx_proc_medi,-0.013345628,0.023866577,0.116097581
medi_TRAMETINIB,NA,dx_proc_medi,-0.00900554,0.000466869,0.017642633
medi_TRASTUZUMAB,NA,dx_proc_medi,0.010776004,0.011854539,0.102678962
medi_TRICOR,NA,dx_proc_medi,-0.00896865,0.001673417,0.025523505
medi_TRIPLE,NA,dx_proc_medi,-0.000177075,0.005734616,0.052026979
medi_TYLENOL,NA,dx_proc_medi,-0.00550634,0.021886601,0.102696358
medi_URSODIOL,NA,dx_proc_medi,-0.002920623,0.004184948,0.049202573
medi_VALSARTAN,NA,dx_proc_medi,0.006857259,0.007301159,0.063684411
medi_VECURONIUM,NA,dx_proc_medi,-0.006628167,0.00363933,0.042452342
medi_VENLAFAXINE,NA,dx_proc_medi,0.002428174,0.006772415,0.062190668
medi_VICODIN,NA,dx_proc_medi,-0.011241475,0.020064124,0.100613521
medi_VINBLASTINE,NA,dx_proc_medi,0.005674735,0.001456857,0.030058131
medi_VINCRISTINE,NA,dx_proc_medi,0.013044594,0.00236247,0.03368788
medi_VINORELBINE,NA,dx_proc_medi,-0.005355046,0.002033412,0.03975346
medi_VITAMIN,NA,dx_proc_medi,0.009857396,0.068193835,0.174294288
medi_VYTORIN,NA,dx_proc_medi,-0.011377429,0.00158623,0.028539532
medi_XARELTO,NA,dx_proc_medi,-0.003659997,0.005638992,0.058053678
medi_XTANDI,NA,dx_proc_medi,-0.003492742,0.001923726,0.033569482
medi_ZETIA,NA,dx_proc_medi,0.011819208,0.002325908,0.03305308
medi_ZOFRAN,NA,dx_proc_medi,-0.007832615,0.018787265,0.099356704
proc_00541,ANES THRCM LUNG PLEURA DPHRM&MED THRSC 1 LUNG,dx_proc_medi,0.000528833,0.004089324,0.044356188
proc_00740,ANES UPPER GI ENDOSCOPIC PROXIMAL TO DUODENUM,dx_proc_medi,-0.003513955,0.006713354,0.063641427
proc_00794,ANES IPR UPPER ABD W/LAPS PNCRTECT PRTL/TOTAL,dx_proc_medi,0.000663906,0.002669029,0.036050212
proc_01230,ANESTHESIA UPPER 2/3 FEMUR OPEN PROCEDURES,dx_proc_medi,-0.009173433,0.000790303,0.019977412
proc_0295T,ZIO PATCH 49+/GLOBAL,dx_proc_medi,0.013641904,0.000905614,0.021975528
proc_10035R,HLA ORDER - TYPING - BMT CONFIRMATORY (RECIPIENT),dx_proc_medi,-0.009534348,0.000863427,0.018417687
proc_10290R,HLA - TYPING,dx_proc_medi,-0.012015262,0.001108111,0.020320126
proc_1123F,ADV CARE PLN TLKD & ALT DCSN MAKER DOCD,dx_proc_medi,-0.01667524,0.005751491,0.073505533
proc_11500001,HYPERSENSITIVITY MGMT PER PROTOCOL - BEACON,dx_proc_medi,-0.013517033,0.031215547,0.11452374
proc_11500201,TRANSFUSION RBC (DOES NOT ORDER PRODUCT),dx_proc_medi,-0.01488149,0.008639892,0.067981361
proc_13101,+REPAIR COMPLEX TRUNK 2.6 CM-7.5 CM,dx_proc_medi,0.008953492,0.001282484,0.021763773
proc_146535,ECG PROCEDURE SCANNED REPORT,dx_proc_medi,-0.006015484,0.099876252,0.219680749
proc_146537,HX LAB PROC SCAN REPORT,dx_proc_medi,-0.016353171,0.08318146,0.196009916
proc_146543,HX OTH ORD SCAN REPORT,dx_proc_medi,-0.029928755,0.171695354,0.28911367
proc_146545,HX MED ORD SCAN REPORT,dx_proc_medi,-0.017521,0.011817977,0.06604838
proc_15100,+SPLIT AGRFT T/A/L 1ST 100 CM/</1% BDY INFT/CHLD,dx_proc_medi,0.005977243,0.001060299,0.023745097
proc_17110,DESTRUCT BENIGN LESIONS O/THER SKIN TAGS/CUTANEOUS VASCULAR LESIONS; U,dx_proc_medi,0.004196655,0.003569018,0.040764364
proc_20100005,VTE NOT ORDERED,dx_proc_medi,0.00628295,0.003509956,0.043783914
proc_2100000109,FUNDUS (OPTOS) - OU,dx_proc_medi,-0.006026346,0.000762178,0.01776147
proc_22842,POSTERIOR SEGMENTAL INSTRUMENTATION 3-6 VRT SEG,dx_proc_medi,0.012760681,0.001063112,0.023722753
proc_2500147414,UHA LAB - SCANNED,dx_proc_medi,-0.00403593,0.019147261,0.107519034
proc_2500147423,UHA LAB PATHOLOGY OTHER - SCANNED,dx_proc_medi,0.005393079,0.011030487,0.07503212
proc_2500999416,UHA RAD MAMMO - SCANNED,dx_proc_medi,0.003141434,0.00280684,0.030439499
